date,county,year,T_day
2022-07-02,Albemarle,2022,29.639078281564768
2022-07-02,Amelia,2022,30.590120403707232
2022-07-02,Alexandria,2022,39.93688628788469
2022-07-02,Fairfax,2022,39.126474346927296
2022-07-02,Franklin,2022,32.86413425439258
2022-07-02,Richmond,2022,35.71774871618
2022-07-09,Roanoke,2022,32.59703167598867
2022-07-09,Alleghany,2022,24.297690864743384
2022-07-09,Amherst,2022,27.09271087828093
2022-07-09,Franklin,2022,27.233115413977753
2022-07-09,Roanoke,2022,26.561888897401634
2022-07-09,Fairfax,2022,32.708286528458984
2022-07-09,Richmond,2022,27.02804249301759
2022-07-09,Accomack,2022,27.122412701887907
2022-07-09,Albemarle,2022,27.47914958408459
2022-07-09,Amelia,2022,28.59368096760999
2022-07-09,Alexandria,2022,36.14063271581019
2022-07-09,Fairfax,2022,35.10560201716473
2022-07-09,Franklin,2022,32.55198665893274
2022-07-09,Richmond,2022,32.78045476610208
2022-07-16,Roanoke,2022,34.28583162352327
2022-07-16,Alleghany,2022,27.324070572262148
2022-07-16,Amherst,2022,28.775555193251797
2022-07-16,Franklin,2022,27.471501612015143
2022-07-16,Roanoke,2022,28.35594958428503
2022-07-16,Fairfax,2022,34.08316876056716
2022-07-16,Richmond,2022,27.582608275714765
2022-07-16,Accomack,2022,28.302960891157927
2022-07-16,Albemarle,2022,29.54955102407993
2022-07-16,Amelia,2022,28.672993412716004
2022-07-16,Alexandria,2022,38.57782213265127
2022-07-16,Fairfax,2022,36.46138069285225
2022-07-16,Franklin,2022,30.172837780355795
2022-07-16,Richmond,2022,34.387327354947544
2022-07-23,Roanoke,2022,35.92240956744149
2022-07-23,Alleghany,2022,28.162252861370245
2022-07-23,Amherst,2022,29.82617296808445
2022-07-23,Franklin,2022,29.136820170510653
2022-07-23,Roanoke,2022,29.684919339006004
2022-07-23,Fairfax,2022,34.357426567264646
2022-07-23,Richmond,2022,30.65915738814111
2022-07-23,Accomack,2022,30.730172976812632
2022-07-23,Albemarle,2022,30.580234999682773
2022-07-23,Amelia,2022,32.22846031315022
2022-07-23,Alexandria,2022,36.486780352944265
2022-07-23,Fairfax,2022,38.13164630708516
2022-07-23,Franklin,2022,32.30287606341843
2022-07-23,Richmond,2022,36.670633351217425
2022-07-30,Roanoke,2022,32.19375349661959
2022-07-30,Alleghany,2022,24.375454307366088
2022-07-30,Amherst,2022,27.659861323350647
2022-07-30,Franklin,2022,27.053646279846237
2022-07-30,Roanoke,2022,27.862827076891765
2022-07-30,Fairfax,2022,32.131520054213475
2022-07-30,Richmond,2022,27.583583703011
2022-07-30,Accomack,2022,28.947727679956273
2022-07-30,Albemarle,2022,27.439403767984217
2022-07-30,Amelia,2022,29.184288390065564
2022-07-30,Alexandria,2022,36.12807921866527
2022-07-30,Fairfax,2022,32.7132666165508
2022-07-30,Franklin,2022,30.419429379350383
2022-07-30,Richmond,2022,34.58311765156743
2022-08-06,Roanoke,2022,34.3215734468835
2022-08-06,Alleghany,2022,24.47513046367487
2022-08-06,Amherst,2022,27.591120260391936
2022-08-06,Franklin,2022,27.790524323704453
2022-08-06,Roanoke,2022,26.588777633959925
2022-08-06,Fairfax,2022,31.909652275419916
2022-08-06,Richmond,2022,28.17292893406269
2022-08-06,Accomack,2022,29.089272264195618
2022-08-06,Albemarle,2022,28.62917821227743
2022-08-06,Amelia,2022,29.199379605232295
2022-08-06,Alexandria,2022,35.3570598144847
2022-08-06,Fairfax,2022,33.572531291110714
2022-08-06,Franklin,2022,31.20022476798147
2022-08-06,Richmond,2022,34.033225709614
2022-08-13,Roanoke,2022,29.704997873277353
2022-08-13,Alleghany,2022,20.99791054452318
2022-08-13,Amherst,2022,23.73045579312158
2022-08-13,Franklin,2022,24.26193083131931
2022-08-13,Roanoke,2022,23.56102649157397
2022-08-13,Fairfax,2022,30.502242786790035
2022-08-13,Richmond,2022,25.154087648366396
2022-08-13,Accomack,2022,26.49686109029455
2022-08-13,Albemarle,2022,24.369691647150663
2022-08-13,Amelia,2022,25.683797387658608
2022-08-13,Alexandria,2022,34.21820742578099
2022-08-13,Fairfax,2022,32.9135942492013
2022-08-13,Franklin,2022,27.387334445088985
2022-08-13,Richmond,2022,29.942669100176328
2022-08-20,Roanoke,2022,32.07543513495792
2022-08-20,Alleghany,2022,23.20836874741338
2022-08-20,Amherst,2022,25.693965520575468
2022-08-20,Franklin,2022,26.33271992050199
2022-08-20,Roanoke,2022,24.913574814190884
2022-08-20,Fairfax,2022,30.57621647498208
2022-08-20,Richmond,2022,27.68406985019664
2022-08-20,Accomack,2022,29.639837352876857
2022-08-20,Albemarle,2022,27.08417964997591
2022-08-20,Amelia,2022,28.56247244403319
2022-08-20,Alexandria,2022,32.92444926749867
2022-08-20,Fairfax,2022,33.185592307210456
2022-08-20,Franklin,2022,31.66039008120653
2022-08-20,Richmond,2022,33.15331177665369
2022-08-27,Roanoke,2022,32.19081374781009
2022-08-27,Alleghany,2022,23.96771944204263
2022-08-27,Amherst,2022,26.403906987405502
2022-08-27,Franklin,2022,25.990774911596713
2022-08-27,Roanoke,2022,25.811336494832947
2022-08-27,Fairfax,2022,30.82155473904046
2022-08-27,Richmond,2022,28.78209847826524
2022-08-27,Accomack,2022,28.88099039073855
2022-08-27,Albemarle,2022,26.624898506357564
2022-08-27,Amelia,2022,28.4080429136851
2022-08-27,Alexandria,2022,33.52494961630884
2022-08-27,Fairfax,2022,32.91432537743535
2022-08-27,Franklin,2022,30.09977765578392
2022-08-27,Richmond,2022,33.34397031246011
2022-09-03,Roanoke,2022,27.064849086880127
2022-09-03,Alleghany,2022,21.35411885860236
2022-09-03,Amherst,2022,24.486441726808337
2022-09-03,Franklin,2022,23.22304253886303
2022-09-03,Roanoke,2022,23.52827847613547
2022-09-03,Fairfax,2022,28.444299427573032
2022-09-03,Richmond,2022,26.691132771011013
2022-09-03,Accomack,2022,26.259759068164072
2022-09-03,Albemarle,2022,25.40897479761346
2022-09-03,Amelia,2022,24.74232190683093
2022-09-03,Alexandria,2022,31.87366483218357
2022-09-03,Fairfax,2022,29.223790640857015
2022-09-03,Franklin,2022,27.58099533202834
2022-09-03,Richmond,2022,29.158104519662487
2022-09-10,Roanoke,2022,28.61890525309878
2022-09-10,Alleghany,2022,20.976382065152933
2022-09-10,Amherst,2022,23.50145933418356
2022-09-10,Franklin,2022,23.66422722460865
2022-09-10,Roanoke,2022,22.98597072517487
2022-09-10,Fairfax,2022,26.717521333428213
2022-09-10,Richmond,2022,25.14725088035576
2022-09-10,Accomack,2022,25.709921161034067
2022-09-10,Albemarle,2022,24.407226873095897
2022-09-10,Amelia,2022,25.366693925395545
2022-09-10,Alexandria,2022,28.921884866806227
2022-09-10,Fairfax,2022,28.575850717283732
2022-09-10,Franklin,2022,28.315847834493475
2022-09-10,Richmond,2022,29.01568681178307
2022-09-17,Roanoke,2022,28.814119808501314
2022-09-17,Alleghany,2022,21.413288301812635
2022-09-17,Amherst,2022,24.20859903287767
2022-09-17,Franklin,2022,24.403907168417604
2022-09-17,Roanoke,2022,23.515947063294032
2022-09-17,Fairfax,2022,27.07666311811863
2022-09-17,Richmond,2022,25.6414986239434
2022-09-17,Accomack,2022,28.039665964162015
2022-09-17,Albemarle,2022,24.27436282502025
2022-09-17,Amelia,2022,26.607279041916943
2022-09-17,Alexandria,2022,30.279634601968887
2022-09-17,Fairfax,2022,28.81886976132307
2022-09-17,Franklin,2022,29.360005123743257
2022-09-17,Richmond,2022,29.0999733655247
2022-09-24,Roanoke,2022,23.627080328283572
2022-09-24,Alleghany,2022,17.707056317520745
2022-09-24,Amherst,2022,19.30857775082729
2022-09-24,Franklin,2022,19.859379381316145
2022-09-24,Roanoke,2022,18.341226996812512
2022-09-24,Fairfax,2022,22.918237526666804
2022-09-24,Richmond,2022,24.697805895193383
2022-09-24,Accomack,2022,24.273049030068208
2022-09-24,Albemarle,2022,19.83686855804143
2022-09-24,Amelia,2022,22.941794249452823
2022-09-24,Alexandria,2022,25.910828075343044
2022-09-24,Fairfax,2022,24.11957771095661
2022-09-24,Franklin,2022,28.193158594354248
2022-09-24,Richmond,2022,27.002359163026014
2022-10-01,Roanoke,2022,22.595423779945136
2022-10-01,Alleghany,2022,17.104816052282477
2022-10-01,Amherst,2022,20.065799550732244
2022-10-01,Franklin,2022,19.646993946920237
2022-10-01,Roanoke,2022,18.180848186225
2022-10-01,Fairfax,2022,23.835981683699824
2022-10-01,Richmond,2022,22.423603836587112
2022-10-01,Accomack,2022,21.867786038440347
2022-10-01,Albemarle,2022,21.12429842060968
2022-10-01,Amelia,2022,23.922616168625535
2022-10-01,Alexandria,2022,25.90664832183555
2022-10-01,Fairfax,2022,25.117804923886517
2022-10-01,Franklin,2022,24.365003866976053
2022-10-01,Richmond,2022,26.116207365677944
