satellite,year,month,month_name,date,peak_NDVI,peak_GOSAVI,peak_GDVI,peak_EVI,peak_CVI,image_count,data_available,has_blue_band,total_corn_area_m2
Landsat5_TM,2009.0,8.0,Aug,2009-08,0.7629248304169115,0.5225183400286281,0.9559063618056732,0.5998674622875096,5.907153467665674,22,true,true,2.3231864894117637E9
Landsat5_TM,2009.0,9.0,Sep,2009-09,0.6891930229118206,0.47373113788817905,0.9175471951322167,0.5051346034793099,5.281587072231875,18,true,true,2.3231864894117637E9
Landsat5_TM,2010.0,5.0,May,2010-05,0.6349007932914352,0.4579672042831733,0.8793276170318671,0.46847570704884506,4.697329015888599,28,true,true,2.3231864894117637E9
Landsat5_TM,2010.0,6.0,Jun,2010-06,0.5012938119187064,0.3643645628796396,0.6969441416925994,0.6309115176086273,3.8671244589718983,25,true,true,2.3231864894117637E9
Landsat5_TM,2010.0,7.0,Jul,2010-07,0.654375467806293,0.464036988068585,0.8984612189746338,0.501302632094164,4.857549438173789,27,true,true,2.3231864894117637E9
Landsat5_TM,2010.0,8.0,Aug,2010-08,0.7010605002633924,0.48105480006764684,0.9222574228339192,0.5546420245340419,4.855784514752757,26,true,true,2.3231864894117637E9
Landsat5_TM,2010.0,9.0,Sep,2010-09,0.6724111825001354,0.46947840577144273,0.9042790417863096,0.4502853304147758,101.20917650582315,23,true,true,2.3231864894117637E9
Landsat5_TM,2011.0,5.0,May,2011-05,0.6385697737798866,0.4511541375875903,0.882598101655759,0.486693570516195,4.143685956947041,24,true,true,2.3231864894117637E9
Landsat5_TM,2011.0,6.0,Jun,2011-06,0.642067970145748,0.45845523284844036,0.8907109034760756,0.48302985521235553,8.470288356494478,26,true,true,2.3231864894117637E9
Landsat5_TM,2011.0,7.0,Jul,2011-07,0.7665828092576217,0.5352033082618121,0.9582668481577197,0.5907051908014511,36.91933227057663,28,true,true,2.3231864894117637E9
Landsat5_TM,2011.0,8.0,Aug,2011-08,0.7422813033625559,0.5126461894327149,0.9439764210994145,0.5668383370482436,15.051776996881962,30,true,true,2.3231864894117637E9
Landsat5_TM,2011.0,9.0,Sep,2011-09,0.7041840771816706,0.48241258231543294,0.9277847385577653,0.4955843803270097,5.789671200541402,18,true,true,2.3231864894117637E9
Landsat7_ETM,1999.0,7.0,Jul,1999-07,0.6988832322312821,0.4869729693333444,0.9145343202179428,0.5096922108845228,4.834767760680649,27,true,true,2.3231864894117637E9
Landsat7_ETM,1999.0,8.0,Aug,1999-08,0.7031552530954559,0.4887479168263982,0.9173597992321704,0.5737717279926046,4.182430121021114,30,true,true,2.3231864894117637E9
Landsat7_ETM,1999.0,9.0,Sep,1999-09,0.7299723153010881,0.4842950265837198,0.9326841065295098,0.6638412496731076,5.811934193674657,22,true,true,2.3231864894117637E9
Landsat7_ETM,2000.0,5.0,May,2000-05,0.6098548586708662,0.43996929539234536,0.8589106824094742,0.45506916931239494,4.0506735217673215,28,true,true,2.3231864894117637E9
Landsat7_ETM,2000.0,6.0,Jun,2000-06,0.6529092494384865,0.46464487988497155,0.8932967796454229,0.4991608123162506,4.342214954248807,26,true,true,2.3231864894117637E9
Landsat7_ETM,2000.0,7.0,Jul,2000-07,0.7400099596544079,0.5113722288699228,0.9401392363953104,0.6325241270186963,4.513214502894324,28,true,true,2.3231864894117637E9
Landsat7_ETM,2000.0,8.0,Aug,2000-08,0.8069366365221609,0.5464744531262161,0.9701002683344772,0.6488907076468665,4.920464094347525,26,true,true,2.3231864894117637E9
Landsat7_ETM,2000.0,9.0,Sep,2000-09,0.751969033245388,0.5053731817636506,0.9406530486668016,0.551518577941858,5.114400245866734,23,true,true,2.3231864894117637E9
Landsat7_ETM,2001.0,5.0,May,2001-05,0.6417942110692967,0.45760858630820733,0.8813394711113635,0.4616727995303243,4.461182693394416,27,true,true,2.3231864894117637E9
Landsat7_ETM,2001.0,6.0,Jun,2001-06,0.6845162164096806,0.47731536748352316,0.9101618405869758,0.5794991877277385,4.194031144129958,25,true,true,2.3231864894117637E9
